user_id,article_1,article_2,article_3,article_4,article_5
201299,158536,162655,218337,64329,160974
201300,124352,123290,158536,236951,32082
201301,285706,210798,211484,278753,282915
201302,20691,283123,293301,288440,128260
201303,50715,36161,50713,2303,50383
201304,95716,300082,235616,156964,315105
201305,289003,50864,156560,157478,97530
201306,285648,199197,235230,156560,285342
201307,199197,64329,293513,83534,68924
201308,272259,36282,16911,15152,97485
201309,234698,336223,198659,336220,271261
201310,64329,198659,199198,324823,175040
201311,64329,158536,96210,162655,199197
201312,123757,272143,123818,123290,64329
201313,67021,336476,182513,236961,348111
201314,199198,166581,156560,198659,64329
201315,59713,59158,58478,70064,58889
201316,272143,96210,20691,198659,156560
201317,198659,64329,166581,283009,162655
201318,277491,20691,336245,235854,183176
201319,313920,225010,236566,283764,272143
201320,95716,234698,50864,235870,315105
201321,198659,199198,64329,166581,324823
201322,198659,64329,156560,166581,162655
201323,272143,237524,159762,277491,20691
201324,198659,199197,199198,64329,156560
201325,277713,198659,64329,166581,162655
201326,289090,235616,128260,198659,277491
201327,182513,336476,348134,272143,284474
201328,336223,234698,284547,199197,202493
201329,64329,79020,84451,199197,160417
201330,300082,199197,336223,156560,64409
201331,160417,160974,158536,299945,156560
201332,199198,31520,324823,64329,166581
201333,199198,175040,166581,124748,324823
201334,156560,162765,337890,272143,158536
201335,348109,348093,293050,158536,235230
201336,336221,234698,271262,48403,123909
201337,336245,286161,20691,348093,111043
201338,158536,162655,202383,218337,64329
201339,156560,162765,337890,272143,158536
201340,123290,123289,124177,124350,124228
201341,289090,176885,178093,234267,235870
201342,124748,124228,133160,199198,336223
201343,156560,158536,162655,160974,50715
201344,285648,175040,285342,336607,284547
201345,158536,161801,272143,156447,199197
201346,272143,64329,198659,166581,224658
201347,218028,209236,57748,69833,214753
201348,198659,64329,175040,166581,159762
201349,137361,136075,134942,134796,135996
201350,156560,164141,95716,234698,289090
201351,183176,300082,315105,336223,198659
201352,137058,66356,64329,214534,272143
201353,233717,336221,87236,214709,276946
201354,331116,158536,218337,272143,162655
201355,272143,166581,224658,162655,198659
201356,198659,64329,175040,166581,224658
201357,300473,214800,298310,233478,160132
201358,64409,300082,234267,199198,336223
201359,124352,123757,124748,123289,183176
201360,231723,232474,21171,27354,233562
201361,199198,64329,224658,166581,175040
201362,199198,156560,158536,166581,162655
201363,156560,162765,337890,272143,158536
201364,198659,235870,336221,64409,64329
201365,49413,270340,271981,270824,267047
201366,123909,124748,293114,123818,96755
201367,20691,129434,234698,293301,159762
201368,87224,284985,124749,336223,198659
201369,50864,50715,50383,68577,61582
201370,277107,283009,289003,70646,336254
201371,303565,234987,106819,106200,159177
201372,225010,313920,283764,236566,293513
201373,123818,123290,96210,124352,124228
201374,20691,199197,198659,64329,270607
201375,156560,272143,218337,162655,166581
201376,234698,70646,237524,236207,235230
201377,160974,158536,162655,156560,156624
201378,72925,289003,332606,57966,71509
201379,156560,158536,199198,64329,218127
201380,64329,199197,198659,199198,133160
201381,156560,162765,337890,272143,158536
201382,95716,270607,336223,245161,234698
201383,156624,199197,156619,272143,235230
201384,50864,199197,275192,284547,206934
201385,72337,72335,338340,276970,72334
201386,199198,175040,166581,324823,156560
201387,288467,354086,337192,272143,336220
201388,272143,175040,166581,198659,162655
201389,272143,64329,158536,162655,218337
201390,156560,293513,158882,160417,162765
201391,289090,293513,29953,277491,235854
201392,336220,160974,277491,158536,234267
201393,48403,337143,336221,199198,289090
201394,48403,59057,31836,156560,160417
201395,64329,156624,272143,218337,162655
201396,159762,194731,48403,62464,237870
201397,293050,124176,324823,198659,64329
201398,289090,66672,234698,156964,336221
201399,198659,199198,64329,175040,166581
201400,198659,182485,64329,224658,162655
201401,283123,199197,70428,87228,235230
201402,20691,160940,284985,271262,29953
201403,156624,297906,199197,202355,156619
201404,234698,336220,288435,183176,235870
201405,36161,2303,36129,36335,35908
201406,168623,123757,276970,236207,156560
201407,159762,64329,156560,284452,158536
201408,158536,162655,218337,64329,160974
201409,283123,214800,160974,160417,233478
201410,272143,183176,215993,283505,166581
201411,199198,175040,166581,20691,324823
201412,289003,235652,284452,300263,199197
201413,232890,158461,272106,24796,270178
201414,272143,336221,119193,175040,162655
201415,336245,288440,198659,64329,95716
201416,156560,160417,158536,236207,272143
201417,63861,198659,209236,199197,64329
201418,161810,106735,159762,233717,156839
201419,96210,20691,272143,64329,293114
201420,124748,124177,123909,124194,235870
201421,289090,48403,119193,277491,234269
201422,198659,199198,64329,166581,324823
201423,156560,162765,337890,272143,158536
201424,2303,58096,57529,236613,272188
201425,162208,156560,313431,124748,87236
201426,239097,228786,251450,251483,160417
201427,48972,199197,272143,156619,235230
201428,198659,64329,199198,175040,156560
201429,272143,175040,166581,336221,198659
201430,336221,336245,277491,283505,336223
201431,199197,64329,286161,199198,324823
201432,285648,175040,285342,336607,284547
201433,272143,64329,198659,168623,237524
201434,156560,301015,276970,162655,64329
201435,199198,198659,182394,272143,284901
201436,283009,198659,336254,199198,156560
201437,305093,303686,158536,67542,303819
201438,235616,336221,277492,234267,337192
201439,235870,235616,95716,64329,156964
201440,199198,64329,166581,324823,224658
201441,292717,236183,277491,234267,234006
201442,337192,111043,234267,354086,336221
201443,198659,64329,175040,166581,224658
201444,156560,162765,337890,272143,158536
201445,272143,175040,233717,166581,199198
201446,236370,236021,236897,236726,235741
201447,158536,160417,162655,300470,156560
201448,158536,162655,218337,64329,160974
201449,235230,206168,58347,57585,71644
201450,158536,162655,218337,64329,160974
201451,199197,272143,156619,235230,158536
201452,272143,299697,175040,10034,64329
201453,158536,162655,218337,64329,160974
201454,123290,124350,123818,124352,198659
201455,160417,156560,149623,156624,107039
201456,14394,64329,336245,20691,136629
201457,272143,199198,166581,293513,324823
201458,199197,285298,313431,284547,83565
201459,336221,156964,303653,214631,300082
201460,235616,289090,277492,300082,315105
201461,123909,236207,160417,158536,285379
201462,107301,50863,167172,203392,50823
201463,235870,198659,336223,64329,300082
201464,198659,64329,199198,128260,175040
201465,286161,293301,199197,156560,181585
201466,58580,235230,199197,313431,284547
201467,88631,84386,206056,84344,207184
201468,281206,300470,160974,202383,301461
201469,124350,313431,123290,284547,235230
201470,50715,36161,50713,2303,50383
201471,336245,20691,234006,198659,64329
201472,199197,156355,158882,20691,336380
201473,91392,96165,96678,91186,145166
201474,202289,288320,59057,208539,133160
201475,123818,124228,156560,293301,158536
201476,198659,199198,64329,166581,324823
201477,198659,199198,64329,166581,324823
201478,220781,156624,199197,156619,272143
201479,64329,198659,284452,233717,199198
201480,156560,225402,158536,160417,156447
201481,157077,156025,106536,158722,158212
201482,156560,48403,96210,119193,198659
201483,199198,198659,276946,270607,58606
201484,198659,64329,224658,162655,166581
201485,282909,275192,275190,355838,275189
201486,297906,214341,298310,251110,300128
201487,198659,199198,64329,166581,324823
201488,156560,158536,270607,245161,205052
201489,157078,161506,62464,336254,63307
201490,199198,175040,324823,198659,158536
201491,61548,42835,210931,68887,61599
201492,234698,199197,128260,284547,313431
201493,156560,237524,123290,123757,124352
201494,315088,124350,123818,123757,181585
201495,272143,160417,158536,160974,156624
201496,64329,199198,166581,198659,162655
201497,160132,198659,233478,199198,293301
201498,62351,303565,234987,195843,159177
201499,272143,166581,128260,133160,175040
201500,336476,348111,233917,178306,237443
201501,272143,198659,182394,64329,224658
201502,272143,299697,175040,10034,64329
201503,32082,160940,313431,284547,206934
201504,272143,234698,194939,199197,237870
201505,156624,199197,156619,272143,235230
201506,234698,235870,336223,271261,315105
201507,156560,162765,337890,272143,158536
201508,234698,235870,95716,300082,198659
201509,84020,272143,336221,198659,64329
201510,182480,20691,336245,119178,119072
201511,96210,336220,199198,288440,64329
201512,289126,159762,285719,224548,207004
201513,96210,156560,284339,119534,111043
201514,336221,235870,64329,198659,300082
201515,293114,336245,20691,234698,235870
201516,156560,162765,337890,272143,158536
201517,199198,175040,166581,324823,156560
201518,272143,198659,182394,64329,224658
201519,158536,162655,218337,64329,160974
201520,160417,124350,158536,123757,123290
201521,234698,234269,32082,336221,29953
201522,293050,128957,156560,158536,161506
201523,133160,336223,31836,156560,336220
201524,293114,338340,124749,303565,234987
201525,272143,199198,20691,64329,336245
201526,175040,198659,166581,234698,336223
201527,336221,235870,156964,156560,236338
201528,293301,123909,257291,199198,286321
201529,58606,111210,233478,214800,199198
201530,235616,95716,34739,235870,48403
201531,272143,111931,64329,160417,162655
201532,336221,235870,156964,199197,64329
201533,301812,272143,303686,313454,289126
201534,64329,20691,336245,32088,293301
201535,199198,175040,166581,199197,128957
201536,156624,199197,156619,272143,146188
201537,272143,175040,166581,199198,218337
201538,199197,272143,284547,129029,206934
201539,272143,64329,158536,162655,218337
201540,198659,199198,64329,156560,166581
201541,198659,199198,64329,166581,324823
201542,181585,331738,233688,111043,10197
201543,272143,323974,299697,210673,324863
201544,156560,218337,162655,272143,64329
201545,161602,124748,207994,233717,158536
201546,336476,348111,233917,178306,237443
201547,99834,106015,336221,289090,95716
201548,293114,160940,272218,124749,158906
201549,272143,299697,175040,10034,64329
201550,293301,16609,14888,15556,15226
201551,198659,199197,64329,199198,156560
201552,20691,209236,288440,199198,87224
201553,156560,162765,337890,272143,158536
201554,336221,336245,95716,48403,156964
201555,199198,124748,338340,166581,175040
201556,336220,336221,234267,197151,235854
201557,156560,162765,337890,272143,158536
201558,124177,140646,123757,50864,123290
201559,182513,336476,348134,272143,284474
201560,175040,198659,162655,166581,156560
201561,336220,234698,293114,156560,336221
201562,288440,234698,124749,284985,95716
201563,235870,95716,156964,315105,182394
201564,124749,272143,338340,293062,199198
201565,156560,162765,337890,272143,158536
201566,124350,123290,123757,124352,336220
201567,15805,163098,305230,14868,13591
201568,274091,336380,338339,301030,118548
201569,235616,199198,96210,336220,175040
201570,236207,95716,199198,198659,234698
201571,167029,324823,47814,213927,284312
201572,158536,162655,218337,64329,160974
201573,336245,277713,288440,337278,133160
201574,336223,235870,300082,288320,59057
201575,235616,50864,42492,29953,234269
201576,198659,199198,64329,166581,324823
201577,156560,218337,286161,162655,272143
201578,272143,166581,293513,175040,198659
201579,123818,123290,124177,124352,123289
201580,160974,162655,160417,158536,156808
201581,48403,59057,336221,95716,271261
201582,336221,235870,156964,300082,236690
201583,277713,202729,236207,276946,236444
201584,272143,207994,202381,64329,58193
201585,289090,234698,198659,64329,199197
201586,200839,166581,198659,200784,224658
201587,202493,233688,208562,283505,183176
201588,277397,137103,271262,277147,286321
201589,123757,168623,123290,276970,124352
201590,272143,277491,123818,123290,235854
201591,123757,336221,123290,234698,123818
201592,158536,234698,218337,272143,236207
201593,202493,156560,199197,96210,160940
201594,208150,272014,145697,270680,234006
201595,156560,293301,202289,48403,156654
201596,160974,160417,158536,199198,272143
201597,214221,118773,285648,119594,119586
201598,199198,64329,199197,87224,168623
201599,20691,272143,336245,156560,158536
201600,276970,156560,198659,199198,108855
201601,234267,235870,95716,277491,336380
201602,336220,277492,199197,337192,214800
201603,161801,235652,63307,129029,336476
201604,272143,175040,166581,162655,198659
201605,199197,199198,64329,124347,123482
201606,198659,199198,64329,166581,324823
201607,336476,62567,182601,182628,297051
201608,198659,64329,166581,162655,224658
201609,175040,87690,198659,166581,162655
201610,336220,289090,293114,124749,160940
201611,156560,162765,337890,272143,158536
201612,59057,31836,48403,156560,158536
201613,156560,198659,199198,199197,64329
201614,199197,156560,198659,199198,64329
201615,234698,341151,338778,95716,158368
201616,272143,299697,175040,10034,64329
201617,158536,272143,293301,199197,235230
201618,158536,64329,160417,166581,272143
201619,111043,234698,336245,119534,181585
201620,156560,48403,160417,119193,272143
201621,336221,313920,236566,235870,283764
201622,96210,198659,214800,199198,20691
201623,202289,293301,300082,95716,48403
201624,336221,235870,119193,198659,48403
201625,156560,162765,337890,272143,158536
201626,83592,244836,84451,84862,84683
201627,234698,156560,158536,236951,95716
201628,158536,160974,272143,156560,129434
201629,156560,198659,199198,199197,64329
201630,234698,124748,58580,95716,158536
201631,290276,306972,342507,307291,307481
201632,156447,181976,144875,171627,207004
201633,50864,50715,50383,68577,61582
201634,272143,156624,199197,156619,235230
201635,160417,158536,160974,156560,272143
201636,198659,199198,64329,166581,324823
201637,158536,64329,160417,166581,272143
201638,336476,348111,233917,178306,237443
201639,208360,87224,209236,202652,209013
201640,156560,162765,337890,272143,158536
201641,155935,287973,124350,285533,123818
201642,118773,118831,119341,118318,118719
201643,96210,288440,341151,50864,348112
201644,124748,124350,124177,336380,271261
201645,209236,272143,218028,331116,202559
201646,156560,162765,337890,272143,158536
201647,336221,156964,58580,214631,300082
201648,198659,64329,199198,175040,166581
201649,331697,332041,341257,205650,331572
201650,198659,199198,64329,166581,324823
201651,336476,338350,337878,348134,233917
201652,332108,330725,331789,330918,332007
201653,111043,276970,123757,124748,214709
201654,199198,166581,324823,156560,198659
201655,62464,48500,165982,91462,50864
201656,158536,162655,218337,64329,160974
201657,30216,31679,32705,160974,32679
201658,353019,353030,272577,353592,129636
201659,182513,336476,348134,272143,284474
201660,64329,199198,87231,198659,87228
201661,87228,87224,156560,158536,87205
201662,272143,214709,198659,124194,64329
201663,336223,83534,31520,315105,272143
201664,198659,284422,64329,199198,218028
201665,166581,198659,324823,162655,224658
201666,156560,233717,159762,199197,289126
201667,199198,20691,175040,166581,336245
201668,123290,123757,123818,336223,336221
201669,161801,235652,214283,63307,156560
201670,64329,162655,156560,198659,214800
201671,183176,283505,158536,215993,160974
201672,272143,198659,182394,64329,224658
201673,198659,199198,64329,166581,324823
201674,336221,235870,156964,182601,182563
201675,161602,207994,156560,58580,198659
201676,336221,194945,199198,198659,156964
201677,68923,175186,68922,218043,225270
201678,64329,199198,166581,198659,162655
201679,225010,157798,285648,235287,285675
201680,198659,64329,175040,288320,336223
201681,358109,157078,202672,50864,160974
201682,234698,95716,289090,336220,198659
201683,338350,199197,284547,129029,182513
201684,199197,234006,64329,324823,198659
201685,158536,160974,272143,255978,217643
201686,64329,199198,166581,198659,162655
201687,330639,235870,331508,48403,199197
201688,272143,175040,166581,95716,234698
201689,160974,160417,158536,199198,272143
201690,95716,20691,95288,96778,336245
201691,272143,158536,160974,129434,199198
201692,160417,156619,272143,64329,199197
201693,156560,158536,156447,235230,199197
201694,289126,285719,156654,257291,42761
201695,182372,156964,235616,156316,119193
201696,124228,123818,59057,199197,286161
201697,272143,299697,175040,10034,64329
201698,272143,172576,156560,197151,331738
201699,286336,234051,189524,42356,283552
201700,182513,336476,348134,272143,284474
201701,293301,156619,156560,286161,235230
201702,64329,159762,198659,183176,162655
201703,177155,261612,121834,185052,182513
201704,59057,31836,336476,133160,324823
201705,63059,63077,272143,175040,64329
201706,156560,198659,199198,199197,64329
201707,198659,64329,199198,175040,166581
201708,199197,64329,195675,156619,195676
201709,156560,162765,337890,272143,158536
201710,199198,175040,166581,324823,156560
201711,20691,336245,293513,96103,32088
201712,95716,198659,64329,234698,199198
201713,182513,336476,348134,272143,284474
201714,182394,272143,198659,162655,64329
201715,277454,348112,208981,202559,96210
201716,20691,96210,64329,199198,198659
201717,95716,199198,175040,166581,352983
201718,64329,198659,289090,166581,123757
201719,272143,95716,87224,199198,156560
201720,293114,48403,254265,337630,59057
201721,158536,162655,218337,64329,160974
201722,124748,124177,336245,124228,288440
201723,293114,272143,289126,158536,218337
201724,123818,124352,272143,158536,123289
201725,96210,20691,198659,64329,96480
201726,198659,199198,64329,166581,324823
201727,123289,64329,198659,175040,199198
201728,293050,124748,198659,64329,199198
201729,161602,156560,158536,207994,156447
201730,199198,198659,182394,272143,284901
201731,168623,301015,158536,25325,237524
201732,175040,199198,166581,324823,156560
201733,158536,162655,218337,64329,160974
201734,272143,199198,157078,64329,207982
201735,286161,313431,270607,272143,235230
201736,198659,64329,166581,123909,162655
201737,64329,272143,324823,199198,166581
201738,284458,198659,199198,64329,166581
201739,48197,49069,207331,47862,48520
201740,336245,288440,234698,289090,95716
201741,201272,63685,93378,63683,93013
201742,209013,159275,209348,331737,128957
201743,166581,175040,198659,162655,324823
201744,199198,48972,198659,48481,198159
201745,198659,64329,162655,175040,224658
201746,276970,87232,303565,234987,198659
201747,198659,199198,64329,175040,166581
201748,199198,160417,166581,158536,175040
201749,95716,20691,272143,235870,235230
201750,352757,351624,71601,351112,200745
201751,272143,234698,123909,336221,96210
201752,272143,64329,168623,198659,166581
201753,272143,198659,182394,64329,224658
201754,336221,156964,235616,288320,133160
201755,234698,336221,124748,199197,123289
201756,362921,361540,361233,361264,361700
201757,158536,160974,64329,272143,156560
201758,255414,58619,35257,234698,106825
201759,156560,162765,337890,272143,158536
201760,156560,160417,272143,352979,283009
201761,59057,48403,31836,304344,289090
201762,198659,199198,64329,166581,324823
201763,133160,272143,288320,162655,198659
201764,336221,289090,87236,95716,234267
201765,123909,320767,271037,264458,276970
201766,156560,272143,158536,199197,161801
201767,96210,336221,358109,235870,288440
201768,124352,123818,123757,123289,124350
201769,261295,62434,260494,261209,272143
201770,162655,300470,16129,162300,158536
201771,272143,332584,175040,166581,96210
201772,161600,187035,43004,234698,58619
201773,218028,129434,214753,202355,215613
201774,199198,64329,199197,166581,160974
201775,288440,95716,175040,235870,199198
201776,272143,175040,166581,199198,218337
201777,336220,111043,64329,183176,234006
201778,27359,111931,32559,111305,315914
201779,272143,64329,95716,301015,276970
201780,124352,123757,235870,123289,95716
201781,234698,235870,95716,156625,289090
201782,237524,304487,209236,206785,202652
201783,87224,87231,123757,123290,87179
201784,182513,336476,348134,272143,284474
201785,20691,271262,156560,288440,198659
201786,156560,158536,156355,156447,338339
201787,272143,108919,235273,117747,324823
201788,96210,288440,289090,235854,337192
201789,158536,235616,160417,156560,235524
201790,95716,48403,59057,271261,199198
201791,161506,63307,124748,235652,29840
201792,235870,95716,300082,58580,272143
201793,156560,162765,337890,272143,158536
201794,156560,158536,95716,234698,237524
201795,95716,123818,124228,300082,123290
201796,123757,234698,123290,315105,64329
201797,80055,272401,311514,218289,156624
201798,272143,299697,175040,10034,64329
201799,199198,64329,198659,166581,162655
201800,272143,175040,166581,348093,162655
201801,293114,272143,208380,36161,124749
201802,330639,332441,123289,350977,331806
201803,272143,160417,156619,64329,283505
201804,158536,162655,218337,64329,160974
201805,156560,162765,337890,272143,158536
201806,277713,158536,272143,235230,313431
201807,64329,234269,199198,32082,166581
201808,199198,354086,324823,307779,64329
201809,331116,198659,64329,199198,175040
201810,158536,289003,64329,218028,97530
201811,206735,202388,272513,70591,156560
201812,156560,162765,337890,272143,158536
201813,156560,198659,64329,199198,175040
201814,158536,272143,160974,283009,199197
201815,289090,336221,272143,215861,175040
201816,185475,190660,111167,194925,110774
201817,64329,198659,199198,166581,324823
201818,234698,336223,156964,161506,271261
201819,198659,64329,166581,175040,324823
201820,58606,156964,233478,272143,336221
201821,166581,175040,209236,224658,324823
201822,198659,199198,64329,336221,336476
201823,156560,158536,199198,64329,276970
201824,62464,181873,336220,289090,235854
201825,156560,162765,337890,272143,158536
201826,336748,336380,324823,198659,64329
201827,123909,331116,236207,59057,198659
201828,336221,234698,272143,336223,277486
201829,156560,313431,336476,284547,129029
201830,182513,336476,348134,272143,284474
201831,198659,199198,64329,166581,324823
201832,162655,300470,16129,162300,158536
201833,64329,336221,235870,199198,64409
201834,50864,50715,50383,68577,61582
201835,195490,194327,237870,277107,289003
201836,20691,234698,218028,235616,288440
201837,289126,159762,156560,285719,352979
201838,199198,324823,166581,156560,198659
201839,79015,106630,293301,84020,234698
201840,336221,32082,234698,29953,234269
201841,124748,123818,123290,124352,124228
201842,235870,336221,64409,300082,214709
201843,107301,50863,167172,203392,50823
201844,285343,278312,286161,284547,120532
201845,158536,156624,64329,272143,162655
201846,293050,236207,255354,233688,215993
201847,272143,198659,182394,64329,166581
201848,87228,87224,331116,87179,272143
201849,156560,289003,157478,199197,97530
201850,272143,158536,64329,160417,156560
201851,198659,64329,166581,162655,360228
201852,286415,20691,58580,336245,202652
201853,293301,233717,156654,156560,158536
201854,272143,234698,336223,166581,233688
201855,48403,119193,288320,284985,336254
201856,175040,198659,166581,162655,123757
201857,64329,198659,175040,199198,166581
201858,162655,300470,16129,162300,158536
201859,156560,160417,284452,338350,162655
201860,111043,283505,208562,183176,272143
201861,336221,96210,64409,300082,301015
201862,156560,64329,289090,313431,234267
201863,50864,50715,50383,68577,61582
201864,158536,218337,272143,162655,175040
201865,124748,123757,123290,199197,124352
201866,272143,87236,87228,202308,87231
201867,95756,96157,96635,95743,96288
201868,293114,124749,337735,336223,203890
201869,104258,156560,336245,156964,336221
201870,198659,64329,348112,166581,162655
201871,336476,348111,233917,178306,237443
201872,182666,272143,182678,199198,180549
201873,338340,293114,83534,293062,48403
201874,198659,64329,199198,175040,168743
201875,272143,175040,166581,199198,218337
201876,156560,64329,199197,336223,162655
201877,160974,158536,156560,199198,64329
201878,289126,32082,272143,32750,159762
201879,199197,158536,160417,199198,156619
201880,198659,64329,166581,156560,162655
201881,199197,336223,64329,300082,234267
201882,289126,159762,272143,29953,234269
201883,272143,199198,175040,198659,284452
201884,159762,285719,289126,199197,272143
201885,336221,119193,48403,271261,235854
201886,272143,313431,233717,235230,64329
201887,95538,258393,106825,214800,156560
201888,272143,293050,289090,123826,111043
201889,202355,96210,123909,123757,257291
201890,161602,207994,124748,285095,172576
201891,198659,64329,199198,336221,175040
201892,39894,87224,59057,283009,31520
201893,124748,124350,293050,293301,96210
201894,272143,160417,158536,199197,160974
201895,64329,198659,166581,224658,324823
201896,123818,123290,111043,283505,198659
201897,156560,160417,272143,156619,218337
201898,158536,162655,156624,218337,64329
201899,123290,124352,123818,124350,124228
201900,198659,199198,64329,166581,324823
201901,156560,162765,337890,272143,158536
201902,234698,235616,235870,158536,57475
201903,336220,277491,286321,272143,235854
201904,96210,293301,20691,156654,57616
201905,198659,64329,199198,175040,166581
201906,48403,119193,272143,160974,160417
201907,156560,293114,198659,199198,97005
201908,31911,30003,25630,25868,26542
201909,158536,64329,162655,218337,180576
201910,272143,175040,166581,198659,162655
201911,194935,195645,233717,338340,194421
201912,199198,64329,166581,324823,224658
201913,158536,162655,218337,64329,160974
201914,20691,202652,209236,202289,336245
201915,234698,111043,183176,124228,123818
201916,156560,162765,337890,272143,158536
201917,156560,162765,337890,272143,158536
201918,272143,162655,64329,348111,158536
201919,124748,158536,160417,162655,108855
201920,123290,123818,123757,160417,124177
201921,64329,272143,324823,199198,166581
201922,232890,158461,272106,24796,270178
201923,64329,162655,156560,198659,199198
201924,232890,158461,272106,24796,270178
201925,70095,123818,336221,123290,156964
201926,272143,299697,175040,10034,64329
201927,158536,162655,218337,64329,160974
201928,270607,245161,158536,162655,156447
201929,87228,87224,198659,87205,64329
201930,198659,199198,64329,166581,324823
201931,336220,234267,87228,234269,87231
201932,336476,156624,199197,156619,272143
201933,288320,336223,129434,48403,214800
201934,284547,199197,42761,214800,42883
201935,160417,199197,64329,199198,166581
201936,156560,162765,337890,272143,158536
201937,245702,156624,158536,331128,272143
201938,20691,95716,235870,336254,300082
201939,199198,198659,182394,272143,284901
201940,106886,108851,108784,207374,106296
201941,233688,198659,348093,128260,64329
201942,235616,234698,95716,336220,289090
201943,20691,62464,87228,158536,288440
201944,156624,199197,156619,272143,235230
201945,198659,64329,129434,166581,288320
201946,95716,234698,123757,123290,336223
201947,336476,348111,233917,178306,237443
201948,160974,160417,158536,199198,272143
201949,336223,234698,133160,124352,123290
201950,87207,87126,262171,255796,236360
201951,198659,64329,199198,175040,166581
201952,224882,284096,309311,73392,156839
201953,156560,158536,293301,64329,145336
201954,111892,198980,111088,111506,111587
201955,218144,261612,324823,273309,351884
201956,234698,95716,336220,199198,39894
201957,48403,119193,156560,59057,158536
201958,313431,284547,354086,336220,58580
201959,156560,84344,83439,160417,162765
201960,156624,272143,199197,354086,337192
201961,272143,299697,175040,10034,64329
201962,283392,361881,237523,156624,199197
201963,123818,124228,123290,124352,272143
201964,123818,20691,95390,123757,95434
201965,198659,64329,336220,166581,199197
201966,158536,162655,218337,64329,160974
201967,214800,124748,87228,172576,87224
201968,20691,336245,64329,199198,198659
201969,156560,272143,162765,337890,324823
201970,87231,87232,336220,87179,321105
201971,156560,162765,337890,272143,158536
201972,272143,233717,64329,198659,162655
201973,156560,67021,162765,337890,336476
201974,124748,124350,124177,124228,198659
201975,160974,158536,162655,218337,64329
201976,235870,336223,206168,271262,300082
201977,141227,58017,194852,284319,223619
201978,158536,160974,272143,156560,218337
201979,235616,289090,235870,123757,277492
201980,95716,156560,234698,64329,331116
201981,199198,166581,156560,198659,64329
201982,272143,160417,199198,124749,158536
201983,336380,156355,198659,284985,64329
201984,158536,162655,218337,64329,160974
201985,336221,198659,336223,64329,271261
201986,156560,160417,129434,272143,156619
201987,198659,199198,64329,166581,324823
201988,290276,306972,342507,307291,336801
201989,234698,202355,236207,95716,272143
201990,128260,70591,181585,119534,111043
201991,234698,336221,202388,289126,235870
201992,272143,156560,158536,160417,175040
201993,156560,158536,272143,156447,303565
201994,285648,175040,285342,336607,284547
201995,235870,300082,95716,32082,64409
201996,199198,210798,211484,64329,166581
201997,158536,64329,162655,338427,235785
201998,350691,132789,348099,293327,314482
201999,297750,336221,156964,300082,284547
202000,292899,289432,198659,64329,199198
202001,110907,111088,111482,111031,111335
202002,123289,214709,124194,336476,31520
202003,336245,175040,199198,166581,337441
202004,336221,237524,208494,91367,234698
202005,156560,162765,337890,272143,158536
202006,160417,158536,199197,272143,64329
202007,354621,355939,212187,336220,289090
202008,272143,175040,166581,199198,218337
202009,234698,119193,199198,31836,271261
202010,160974,167172,160417,158536,233257
202011,202493,206168,202741,235230,206808
202012,198659,336223,64329,336221,166581
202013,58580,251222,249768,251317,236963
202014,199198,175040,166581,324823,156560
202015,32082,29953,234269,205052,106821
202016,199198,198659,182394,272143,284901
202017,284985,272143,96755,156560,124749
202018,324823,214800,64329,272143,133160
202019,272143,175040,166581,199198,218337
202020,293301,32082,234698,159762,336220
202021,272143,293114,175040,166581,156560
202022,123757,124748,123614,158536,236951
202023,182513,157441,284474,199197,156560
202024,198659,64329,129434,175040,166581
202025,272143,198659,289090,64329,175040
202026,198659,64329,175040,166581,224658
202027,348093,111043,183176,272143,283505
202028,272143,166581,64329,336220,156560
202029,140728,141489,68544,140399,124484
202030,263312,264177,199197,156560,198659
202031,236207,276970,214800,168623,95972
202032,272143,270607,160417,156560,218337
202033,161801,272143,235652,199198,133160
202034,152472,211722,292610,63304,157478
202035,272143,299697,175040,10034,64329
202036,158536,224354,162655,202388,64329
202037,158536,162655,218337,64329,59057
202038,214709,199647,156624,208709,199197
202039,272143,199198,175040,166581,324823
202040,160417,156560,149623,156624,107039
202041,124350,283505,64329,293050,199198
202042,198659,64329,199198,175040,166581
202043,336476,272143,156560,175040,313431
202044,289090,277492,336245,235616,293114
202045,160417,160974,158536,272143,123290
202046,233688,123757,123290,156560,128260
202047,276970,236207,169175,161801,272143
202048,234006,272143,64329,158536,162655
202049,48403,119193,272143,199198,175040
202050,123289,124352,123290,272143,277492
202051,20691,289090,272143,336245,234267
202052,87224,87228,64329,83534,87174
202053,160974,225463,202557,162655,16129
202054,289003,97530,331116,272143,64329
202055,156560,160417,162765,158536,156619
202056,156624,199197,156619,272143,235230
202057,158536,160417,156560,338350,272143
202058,157478,277107,97530,283009,331116
202059,336220,336223,199198,175040,324823
202060,198659,64329,166581,299126,95716
202061,272143,160417,199198,158536,166581
202062,272143,175040,166581,199198,218337
202063,83853,79040,84741,44781,79020
202064,158536,272143,214800,111210,199197
202065,198659,64329,199198,144912,175040
202066,198659,64329,199198,175040,166581
202067,175040,199198,166581,198659,156560
202068,214709,324823,272143,175040,57144
202069,218028,123818,124228,202559,272143
202070,336221,271261,39894,59057,289003
202071,199198,175040,166581,324823,156560
202072,209013,58619,206763,157078,218028
202073,285343,278312,286161,284547,120532
202074,156560,233717,158536,160417,156447
